"Avg_Slope","K_final","MeanSlope30m","PercentForestedLand","MEAN","PM_rank","Culvert_Count","Surface","StreamCros","HYDROGROUP","PARENT","Mean_TopoConvergence_50m","damaged"
2.67408025,0.43,5.481446706,0.166666667,4.45695804,4,1,"Unpaved","Yes","C","GL",7.47495634430333,"No"
2.08757495,0.43,4.791012168,0,4.463052434,4,1,"Unpaved","No","C","GL",6.93170061588288,"No"
4.20415516,0.43,6.441592792,0,4.468457343,4,0,"Unpaved","No","C","GL",6.55750325713495,"No"
3.13044302,0.43,8.892532345,0.095238095,4.474341822,4,1,"Unpaved","No","C","GL",6.39720936495848,"No"
3.44037745,0.43,10.46489565,0.3,4.47828538,4,1,"Unpaved","No","C","GL",6.33236063610424,"No"
7.15955292,0.43,11.60743351,0.45,4.481987181,4,1,"Unpaved","No","C","GL",6.29604361358198,"No"
1.51973947,0.2,3.949026466,0.095238095,4.485139678,4,1,"Unpaved","No","B","GL",7.55078212105402,"No"
0.85435307,0.2,2.297125653,0,4.486914755,4,0,"Unpaved","No","B","GL",8.08012315070275,"No"
0.83728265,0.24,2.04852827,0,4.487544973,7,0,"Unpaved","No","B/D","A",7.67659869194031,"No"
8.97290575,0.32,5.189790559,0,4.48686697,5,0,"Unpaved","No","C","GT/DT",5.87547894198485,"No"
9.21353302,0.24,2.71385681,0.047619048,4.486093598,7,0,"Unpaved","No","B/D","A",6.91969824323849,"No"
12.30435298,0.43,10.38288635,0.071428571,4.485863559,4,0,"Unpaved","Yes","C","GL",7.80246005899766,"No"
5.8651726,0.32,3.521066515,0,4.480130267,5,1,"Unpaved","No","C/D","GT/DT",6.98719694118689,"No"
3.36385629,0.32,2.983742821,0,4.472288716,5,0,"Unpaved","No","C/D","GT/DT",7.12146987438202,"No"
1.69650555,0.32,1.197834576,0.157894737,4.462650446,5,0,"Unpaved","No","C/D","GT/DT",7.36003964087542,"No"
1.61836758,0.15,1.508356925,0.208333333,4.453691306,6,0,"Unpaved","No","A/D","GF",7.07693865347882,"No"
4.94944969,0.15,5.574736252,0.222222222,4.446055663,6,1,"Unpaved","No","A/D","GF",6.49457637874447,"No"
9.10202903,0.28,10.96769558,0.45,4.444226106,4,1,"Unpaved","No","C/D","GL",5.59286025491091,"No"
5.59923264,0.28,7.624808126,0.5,4.449960784,4,2,"Unpaved","No","C/D","GL",6.14293447971344,"No"
1.05331448,0.43,0.9904613,0,4.232729179,7,1,"Unpaved","Yes","B/D","A",9.60231531928567,"No"
1.22695829,0.24,2.003752649,0.1,4.383359909,7,0,"Unpaved","No","B/D","A",7.46037003969905,"No"
1.56725755,0.24,9.617539604,0.55,4.395039033,7,0,"Unpaved","No","B/D","A",6.34267617206948,"No"
1.52763526,0.24,7.423426138,0.45,4.392529798,7,1,"Unpaved","No","B/D","A",7.26551588858017,"No"
1.41845189,0.24,3.740180475,0.3,4.398919713,7,0,"Unpaved","No","B/D","A",8.18426578886368,"No"
1.19470056,0.24,4.52457028,0.368421053,4.406940955,7,0,"Unpaved","No","B/D","A",7.43772921085358,"No"
5.39601746,0.15,7.270015574,0.4,4.413994449,6,1,"Unpaved","No","A","GF",6.32003894719211,"No"
11.14517852,0.15,12.38762458,0.210526316,4.424248564,6,0,"Unpaved","No","A","GF",5.64684741331799,"No"
3.95785888,0.15,5.643101458,0.227272727,4.455847624,6,0,"Unpaved","No","A","GF",5.81401180980182,"No"
2.11508317,0.55,8.561733779,0.736842105,4.492248123,5,1,"Unpaved","No","C","GT",5.91373486470694,"No"
2.01819441,0.55,15.08701297,0.428571429,4.525801305,5,1,"Unpaved","No","C","GT",4.94986857549109,"No"
0.9935463,0.43,0.898167107,0,4.249493796,7,1,"Unpaved","Yes","B/D","A",9.74913009844328,"No"
1.50633859,0.55,17.78873155,0.7,4.553433496,5,0,"Unpaved","No","C","GT",5.86986922754825,"No"
1.89949759,0.55,13.21759955,0.526315789,4.561907925,5,1,"Unpaved","Yes","C","GT",7.1589275257928,"Yes"
3.85125752,0.55,12.989257,0.315789474,4.581422462,5,0,"Unpaved","No","C","GT",5.48849082479672,"No"
1.41269617,0.55,11.11560879,0.3,4.60775539,5,2,"Unpaved","No","C","GT",6.71636225982588,"No"
1.88803242,0.55,10.93135047,0.473684211,4.633385557,5,1,"Unpaved","No","C","GT",6.98332562251967,"No"
1.411879,0.55,6.87406486,0.590909091,4.646611757,5,2,"Unpaved","No","C","GT",7.52839025941867,"No"
2.45453375,0.15,5.789368053,0.388888889,4.634443889,6,0,"Unpaved","No","A","GF",7.94245558855485,"No"
2.09200371,0.15,6.001720051,0.476190476,4.618572422,6,0,"Unpaved","No","A","GF",7.30328624943892,"No"
1.51574458,0.15,6.973771059,0.3,4.609142601,6,1,"Unpaved","No","A","GF",7.82394740798256,"No"
3.00455533,0.15,7.931847257,0.263157895,4.611661464,6,1,"Unpaved","Yes","A","GF",7.15098920872337,"No"
1.43044733,0.43,1.001834924,0,4.261065912,7,1,"Unpaved","No","B/D","A",9.32407695770264,"No"
7.07353119,0.15,9.456519472,0.4,4.613288249,6,0,"Unpaved","No","A","GF",6.16885234891754,"No"
1.81787677,0.15,2.35961781,0.25,4.610958935,6,0,"Unpaved","No","A","GF",6.37231906333772,"No"
2.06114544,0.15,6.974174672,0.047619048,4.605934608,6,1,"Unpaved","No","A","GF",6.30885306596756,"No"
2.49333087,0.15,6.852384256,0.25,4.601480639,6,0,"Unpaved","No","A","GF",6.21611243724823,"No"
2.10562202,0.15,4.173879684,0.19047619,4.595173029,6,0,"Unpaved","No","A","GF",6.99196974436442,"No"
2.32817729,0.43,3.670221428,0.052631579,4.588302818,4,2,"Unpaved","Yes","B/D","GL",7.57755312968775,"No"
1.97084183,0.55,2.945177425,0,4.580956843,5,0,"Unpaved","No","C","GT",6.08858267466227,"No"
2.35571775,0.43,3.532562956,0.157894737,4.572279519,4,0,"Unpaved","No","B/D","GL",6.70529903411865,"No"
6.80290645,0.43,10.34535214,0.210526316,4.546999077,4,0,"Unpaved","No","C","GL",5.93197338651903,"No"
5.89567565,0.43,7.151409391,0,4.511051329,4,0,"Unpaved","No","C","GL",5.52319231921552,"No"
1.27056684,0.24,1.637894797,0.142857143,4.272403449,7,0,"Unpaved","No","B/D","A",7.6546254810534,"No"
6.10831128,0.43,5.545632734,0.047619048,4.488172448,4,0,"Unpaved","No","C","GL",6.22667968152749,"No"
3.63123729,0.43,9.184476209,0,4.488664212,4,2,"Unpaved","No","C","GL",6.55314343396355,"No"
1.1991246,0.24,0.84036248,0.142857143,4.283715844,7,1,"Unpaved","No","B/D","A",8.5243766006382,"No"
1.24312269,0.24,1.150903241,0,4.295399356,7,1,"Unpaved","Yes","B/D","A",9.16447890173529,"No"
1.22707187,0.24,0.913533379,0,4.315332727,7,0,"Unpaved","No","B/D","A",7.96199395683374,"No"
1.17506961,0.24,1.119790141,0.047619048,4.342002533,7,0,"Unpaved","No","B/D","A",7.60768154615997,"No"
1.05925874,0.24,1.129241964,0.111111111,4.365355632,7,0,"Unpaved","No","B/D","A",7.1515189409256,"No"
12.10524307,0.55,10.48474201,0.2,4.606116247,5,0,"Unpaved","No","C","GT",5.43121337652206,"No"
6.54640252,0.55,5.196634567,0.263157895,4.615055993,5,0,"Unpaved","Yes","C","GT",6.2998161482811,"No"
9.97506052,0.55,8.481468747,0.15,4.631652367,5,0,"Unpaved","No","C","GT",5.77286951469653,"No"
6.21884529,0.15,3.564883825,0,4.649630197,6,0,"Unpaved","No","A","GF",6.49141139314886,"No"
7.43419101,0.15,8.226023162,0.05,4.494629854,6,0,"Unpaved","No","A","GF",6.03520058855719,"No"
7.9449329,0.37,7.814544524,0,5.014635781,3,2,"Unpaved","No","C/D","DT",6.56535177419681,"No"
7.78705967,0.37,6.3376176,0.15,5.042236811,3,0,"Unpaved","No","C/D","DT",6.34622548358275,"No"
9.12010718,0.37,8.937850889,0.19047619,5.067324954,3,1,"Unpaved","No","C/D","DT",6.20137877464295,"No"
5.98614122,0.37,6.613397454,0.263157895,5.088339252,3,2,"Unpaved","Yes","C/D","DT",6.85051621437073,"No"
11.68166925,0.37,6.614755527,0.277777778,5.107696698,3,1,"Unpaved","No","C/D","DT",6.71175064221777,"No"
11.42861017,0.37,6.688379002,0.583333333,5.129857224,3,0,"Unpaved","No","C/D","DT",6.46193610668183,"No"
8.96740459,0.37,5.491806297,0.166666667,5.151853842,3,0,"Unpaved","No","C/D","DT",6.38265089988708,"No"
4.85059655,0.37,2.847092561,0,5.174493265,3,0,"Unpaved","No","C/D","DT",6.75074843883514,"No"
3.25999315,0.37,2.260604546,0,5.195908331,3,0,"Unpaved","No","C/D","DT",6.71489689427037,"No"
3.50522026,0.43,3.772900656,0,4.538935402,4,1,"Unpaved","No","C","GL",6.99588100115458,"No"
2.06892366,0.43,6.348824941,0,4.595026071,4,0,"Unpaved","No","C","GL",6.63434799194336,"No"
3.21860464,0.43,5.524729534,0,4.656525683,4,0,"Unpaved","No","C","GL",6.71025243913284,"No"
2.65971262,0.43,5.900065605,0,4.716626066,4,0,"Unpaved","No","C","GL",6.38292424678802,"No"
7.43876667,0.43,5.738565238,0,4.777534549,4,0,"Unpaved","No","C","GL",5.59331685669568,"No"
3.59187062,0.43,6.535800731,0,4.839241324,4,0,"Unpaved","No","C","GL",5.35705506100374,"No"
4.28586037,0.43,7.911343017,0,4.900681806,4,0,"Unpaved","No","C","GL",5.62142606455871,"No"
6.49048734,0.37,9.376711357,0,4.96213581,3,0,"Unpaved","No","C/D","DT",6.76906087138865,"No"
3.45476788,0.49,4.947699369,0,4.750904208,3,3,"Unpaved","No","C/D","DT",6.14072422306947,"No"
3.99253882,0.49,10.06047823,0.47826087,4.763808684,3,1,"Unpaved","No","C/D","DT",5.95549340767436,"No"
2.88426047,0.49,10.74372003,0.2,4.776087964,3,0,"Unpaved","No","C/D","DT",6.31625266551971,"No"
6.14180007,0.49,7.845157114,0.15,4.787181542,3,3,"Unpaved","No","C/D","DT",6.64896113329595,"No"
13.72911925,0.49,8.919743365,0,4.796812435,3,0,"Unpaved","No","C/D","DT",6.4439056684386,"No"
4.10063252,0.37,3.039013008,0,5.142854172,3,0,"Unpaved","No","D","DT",6.46373969078064,"No"
5.18722464,0.43,3.933669162,0,5.21017583,3,0,"Unpaved","No","D","DT",6.96488661766053,"No"
3.34696953,0.43,3.053155169,0,5.213032961,3,1,"Unpaved","No","D","DT",7.1278458404541,"No"
2.05946783,0.43,2.172335854,0.055555556,5.215866189,3,0,"Unpaved","No","D","DT",7.55048006534576,"No"
3.62817179,0.43,4.115084151,0,5.2186993,3,0,"Unpaved","No","D","DT",6.66686673116202,"No"
3.75907391,0.37,4.731203238,0,5.221331096,3,0,"Unpaved","No","C/D","DT",6.50045239804971,"No"
1.32140659,0.37,3.128379909,0,5.223790276,3,1,"Unpaved","No","C/D","DT",6.56629069646199,"No"
1.35811064,0.37,2.111052914,0,5.219100642,3,0,"Unpaved","No","C/D","DT",7.42906721039574,"No"
3.56550469,0.43,2.558297084,0,5.207106727,3,0,"Unpaved","No","D","DT",6.80400608062744,"No"
4.84204386,0.43,2.755342005,0.055555556,5.195439029,3,0,"Unpaved","No","D","DT",7.09456897258758,"No"
3.30127761,0.43,2.293672685,0,5.183365613,3,0,"Unpaved","No","D","DT",7.84255996227265,"No"
1.23297625,0.37,2.524014317,0,5.152346557,3,0,"Unpaved","No","D","DT",6.9628762292862,"No"
2.28393141,0.43,2.100157399,0,5.172069347,3,0,"Unpaved","No","D","DT",7.81773274421692,"No"
2.14298034,0.43,2.524617728,0,5.160503536,3,1,"Unpaved","No","D","DT",7.71753339290619,"No"
1.13031411,0.43,1.990438717,0,5.148581213,3,0,"Unpaved","No","D","DT",7.63314077377319,"No"
1.44118997,0.37,1.590802595,0,5.138418734,3,0,"Unpaved","No","C/D","DT",7.68782084584236,"No"
3.25760486,0.37,3.589727639,0,5.162493747,3,1,"Unpaved","Yes","D","DT",7.03393977642059,"No"
3.33570713,0.37,2.233032595,0,5.17126718,3,0,"Unpaved","No","D","DT",6.79110327333507,"No"
1.2183671,0.37,1.45685796,0,5.180552441,3,0,"Unpaved","No","D","DT",7.24649014949799,"No"
0.99773332,0.37,2.398650659,0,5.190593708,3,1,"Unpaved","No","D","DT",7.04827956199646,"No"
1.16245975,0.37,3.730099306,0,5.199504203,3,1,"Unpaved","No","D","DT",7.65000725746154,"No"
3.19763146,0.37,3.693128359,0,5.204249746,3,1,"Unpaved","No","D","DT",7.05951919177971,"No"
3.92112938,0.43,3.472451524,0,5.207288671,3,0,"Unpaved","No","D","DT",7.34483628749848,"No"
1.672254,0.37,1.194192413,0,5.187459165,3,0,"Unpaved","No","D","DT",7.38679156917157,"No"
4.01845448,0.37,2.379096457,0,5.200253849,3,1,"Unpaved","Yes","D","DT",7.69583223819733,"No"
2.22087789,0.37,1.284949991,0,5.212354786,3,0,"Unpaved","No","D","DT",6.97251641525413,"No"
1.82927743,0.15,2.543611856,0.05,4.492524636,6,2,"Unpaved","No","A","GF",7.19253260612488,"No"
1.98266195,0.43,9.220013653,0.65,4.683518524,4,2,"Unpaved","No","C","GL",6.3554171831301,"No"
1.20094507,0.43,6.930450957,0.75,4.687655331,4,1,"Unpaved","No","C","GL",7.05861240926415,"No"
8.71605358,0.43,6.973844517,0.722222222,4.67950912,4,2,"Unpaved","Yes","C","GL",6.84198158614489,"No"
2.94832808,0.43,6.592289417,0.571428571,4.673418909,4,2,"Unpaved","No","C","GL",7.19116756703594,"No"
3.10602293,0.43,8.129334476,0.15,4.672773564,4,2,"Unpaved","No","C","GL",7.03095733057154,"No"
1.40935568,0.43,8.083417993,0.333333333,4.676238847,4,1,"Unpaved","No","C","GL",6.6670766810781,"No"
1.15420272,0.43,4.700592516,0.545454545,4.676652565,4,0,"Unpaved","No","C","GL",7.05124724145029,"No"
0.83702159,0.43,4.732840011,0.3,4.672384851,4,1,"Unpaved","No","C","GL",6.85435634374619,"No"
0.94784003,0.43,6.273935691,0.2,4.667830153,4,1,"Unpaved","No","C","GL",6.58177338706122,"No"
1.35567068,0.43,5.045652468,0.35,4.663974079,4,1,"Unpaved","No","C","GL",7.19028056258022,"No"
1.25872158,0.15,5.110889686,0,4.50094596,6,1,"Unpaved","No","A","GF",7.34418373156076,"No"
4.52249408,0.43,6.445289076,0.631578947,4.667589277,4,1,"Unpaved","No","C","GL",5.97639687856038,"No"
1.26619076,0.43,7.932872832,0.611111111,4.689647603,4,1,"Unpaved","No","C","GL",6.81282012701035,"No"
1.17631918,0.43,7.512203292,0.391304348,4.713188696,4,1,"Unpaved","No","C","GL",6.45474069527905,"No"
1.62286932,0.43,7.406456512,0.368421053,4.733515412,4,2,"Unpaved","Yes","C","GL",6.91518413543701,"No"
1.87167663,0.2,7.454398409,0.1,4.743105864,4,0,"Unpaved","No","B","GL",6.11254623384759,"No"
2.74797574,0.15,5.529294475,0,4.751832256,6,0,"Unpaved","No","A","GF",6.68843686934745,"No"
3.57589682,0.15,5.54193444,0,4.77001323,6,0,"Unpaved","No","A","GF",6.04233928845853,"No"
1.97990698,0.64,14.33258659,0.263157895,4.801222018,4,2,"Unpaved","No","B","GL",5.45336199741738,"No"
6.10000354,0.64,17.98659487,0.4,4.826284038,4,0,"Unpaved","No","B","GL",5.5868362536033,"No"
1.13724473,0.24,8.127845252,0.090909091,4.83830527,7,1,"Unpaved","No","B/D","A",7.12694237913404,"No"
1.32845229,0.15,5.89380379,0,4.519480324,6,0,"Unpaved","No","A","GF",6.52363458546725,"No"
2.56276188,0.24,7.426130653,0.526315789,4.853283079,7,0,"Unpaved","No","B/D","A",7.45131048679352,"No"
3.48323394,0.24,11.61659822,0.571428571,4.864157797,7,0,"Unpaved","No","B/D","A",7.01031786325026,"No"
0.99383784,0.24,1.529295228,0.65,4.870159885,7,1,"Unpaved","No","B/D","A",8.71276144094245,"No"
0.8786696,0.24,1.36734343,0.210526316,4.872764533,7,0,"Unpaved","No","B/D","A",7.88085594177246,"No"
0.75886492,0.24,1.178746012,0,4.875029866,7,0,"Unpaved","No","B/D","A",7.58610295305157,"No"
0.84709753,0.24,1.235241977,0.095238095,4.877753481,7,0,"Unpaved","No","B/D","A",7.65651264083519,"No"
1.03935252,0.24,1.493898957,0,4.883773166,7,0,"Unpaved","No","B/D","A",7.27745494388399,"No"
1.01560848,0.24,2.130935184,0.105263158,4.903573807,7,0,"Unpaved","No","B/D","A",6.83795667181209,"No"
4.03571232,0.55,8.657856276,0.333333333,4.931477244,5,1,"Unpaved","No","C","GT",7.24124224258192,"No"
4.65674898,0.55,13.7669778,0.421052632,4.945438194,5,1,"Unpaved","No","C","GT",6.86471236453337,"No"
0.88283485,0.64,6.836700213,0.105263158,4.54612596,4,1,"Unpaved","No","B","GL",6.95206362310082,"No"
1.75279656,0.15,14.95523931,0.428571429,4.950612975,6,0,"Unpaved","No","A","GF",6.23294525539752,"No"
1.29830903,0.15,6.500068502,0.476190476,4.948926908,6,1,"Unpaved","No","A","GF",6.79703464187109,"No"
2.60294534,0.15,5.839879412,0.222222222,4.939672852,6,0,"Unpaved","No","A","GF",7.29378760721266,"No"
8.05247923,0.15,7.995663341,0.166666667,4.927273852,6,0,"Unpaved","No","A","GF",5.64632948875427,"No"
2.71204773,0.15,10.86667268,0.5,4.919761646,6,0,"Unpaved","No","A","GF",5.53116519523389,"No"
1.10666323,0.32,5.202053899,0.473684211,4.918652988,5,2,"Unpaved","No","C","GT/DT",6.39677500243139,"No"
3.36657439,0.32,4.701694897,0.1,4.912247717,5,0,"Unpaved","No","C","GT/DT",5.70415086372226,"No"
13.90973785,0.37,5.009691397,0.052631579,4.900698385,1,0,"Unpaved","Yes","water","W",7.91514491486823,"No"
1.03042778,0.2,4.328426732,0.15,4.587302876,7,2,"Unpaved","Yes","B/D","A",7.54224259376526,"No"
1.89130213,0.2,4.398175959,0.55,4.619488757,7,1,"Unpaved","No","B/D","A",7.35805167675019,"No"
2.19784836,0.2,4.23541417,0.227272727,4.644900376,7,1,"Unpaved","No","B/D","A",7.41510343551636,"No"
1.14953907,0.43,4.044358988,0,4.6653596,4,1,"Unpaved","Yes","C","GL",6.85312178640655,"No"
1.53507083,0.43,4.380605191,0.136363636,4.674818569,4,1,"Unpaved","No","C","GL",7.34860581937044,"No"
5.72704117,0.15,3.826930959,0.19047619,2.081418122,5,2,"Unpaved","No","B","GT",6.62499969896644,"No"
9.18224438,0.15,5.774836472,0.2,2.135457704,5,1,"Unpaved","No","B","GT",6.51356943207558,"No"
8.42427355,0.15,6.545552814,0,2.211656627,5,2,"Unpaved","No","B","GT",6.08208293384976,"No"
3.21152754,0.55,2.370576787,0.105263158,2.281645919,5,2,"Unpaved","No","B","GT",6.91721051873513,"No"
1.57380196,0.55,2.576347558,0.45,2.336350797,5,0,"Unpaved","No","B","GT",7.07173687584546,"No"
7.01270432,0.55,7.794523301,0.65,2.395318146,5,3,"Unpaved","No","B","GT",6.47732372760773,"No"
6.7464938,0.55,5.044397152,0.428571429,2.44738487,5,0,"Unpaved","No","B","GT",6.84613901092893,"No"
1.76172351,0.15,10.00863506,0.052631579,4.896525325,6,1,"Paved","No","A","GF",6.96456475305085,"No"
4.48175131,0.55,3.719752689,0.1,4.899048048,5,1,"Paved","No","C","GT",5.78702547073364,"No"
3.01165814,0.15,8.38206773,0.111111111,4.896416551,6,0,"Paved","No","A","GF",5.98530267016722,"No"
3.77566865,0.15,5.758493582,0,4.8935172,6,0,"Paved","No","A","GF",6.03890727043152,"No"
1.61628951,0.15,7.043200779,0.285714286,4.898629445,6,2,"Paved","No","A","GF",6.3285066961038,"No"
2.38239645,0.15,6.414446954,0.523809524,4.901210137,6,1,"Paved","No","A","GF",6.09434201929829,"No"
1.98432461,0.15,4.476365089,0.5,4.903171736,6,1,"Paved","No","A","GF",6.01801369647787,"No"
1.08020804,0.15,1.981222335,0.45,4.904071231,6,0,"Paved","No","A","GF",6.98420121192932,"No"
1.24271515,0.15,6.378944161,0.142857143,4.904825783,6,1,"Paved","No","A","GF",5.79131160842048,"No"
2.19111564,0.15,4.832149449,0.19047619,4.903995426,6,0,"Paved","No","A","GF",6.32362178691383,"No"
2.60628172,0.15,4.296631245,0,4.902726403,6,0,"Paved","No","A","GF",5.99725523286936,"No"
1.8230909,0.55,5.603486875,0.142857143,4.901617698,5,2,"Paved","No","C","GT",6.07051613354924,"No"
3.51680376,0.43,3.307449096,0.052631579,4.918874389,6,0,"Unpaved","No","A/D","GF",6.55153964976875,"No"
1.60672736,0.43,2.117592667,0.4,4.921623655,4,0,"Unpaved","No","C","GL",7.48358802892724,"No"
2.20767661,0.43,6.04386906,0.352941176,4.927734178,4,0,"Unpaved","No","C","GL",6.71948941548665,"No"
4.04375974,0.37,4.208911333,0,5.271368733,3,0,"Paved","No","C/D","DT",6.80809584867607,"No"
1.29921787,0.32,1.559253651,0,5.225610642,5,0,"Paved","No","C/D","GT/DT",7.06013847351074,"No"
5.52823699,0.32,4.237889486,0,5.222752727,5,0,"Paved","No","C/D","GT/DT",5.67540493167815,"No"
2.25874944,0.43,3.641169987,0,5.268817395,3,0,"Paved","No","D","DT",7.07119205682585,"No"
1.45974323,0.43,2.102019331,0,5.266946642,3,1,"Paved","No","D","DT",7.71500320528068,"No"
2.39454668,0.37,1.870443729,0,5.262948278,3,0,"Paved","No","C/D","DT",7.06629163878305,"No"
1.12893563,0.37,1.331442902,0,5.255118058,3,0,"Paved","No","C/D","DT",7.42471253871918,"No"
1.28228672,0.37,1.294318833,0,5.247925306,3,0,"Paved","No","C/D","DT",7.12475738338396,"No"
3.32056541,0.37,1.98407856,0,5.241184935,3,1,"Paved","No","C/D","DT",6.69261105060577,"No"
2.90194979,0.37,3.239360593,0,5.235322011,3,1,"Paved","No","C/D","DT",6.84745741834735,"No"
1.94519411,0.32,2.43466883,0,5.230358589,5,1,"Paved","No","C/D","GT/DT",7.08375050289796,"No"
9.33232772,0.49,8.957239532,0.6,5.07205806,3,0,"Unpaved","No","C/D","DT",6.23056160211563,"No"
1.50381118,0.37,2.42348217,0.05,5.201866174,3,1,"Unpaved","No","D","DT",6.71972546914611,"No"
1.28743235,0.37,2.666894124,0,5.201060389,3,1,"Unpaved","No","D","DT",7.0120815758658,"No"
1.39224222,0.37,3.559452528,0,5.196864702,3,0,"Unpaved","No","D","DT",6.67027139172112,"No"
2.21566484,0.37,3.750466887,0,5.191524411,3,1,"Unpaved","No","D","DT",6.49999063183563,"No"
4.87105642,0.43,5.232028965,0.090909091,5.18601363,3,0,"Unpaved","No","D","DT",6.56398878574371,"No"
5.39038041,0.49,6.515200158,0.1,5.180334455,3,2,"Unpaved","No","D","DT",6.89397301532254,"No"
9.04816391,0.43,5.440144348,0.631578947,5.721417777,3,0,"Unknown","No","D","DT",7.78320930957794,"No"
10.11169649,0.37,5.918500335,0.8,5.765519209,3,0,"Unknown","No","D","DT",7.33888164997101,"No"
10.54353534,0.49,6.215846705,0.75,5.798981007,3,0,"Unknown","No","D","DT",7.04612588400793,"No"
10.99190456,0.49,6.191700491,0.45,5.832066536,3,0,"Unknown","No","D","DT",7.3455574131012,"No"
11.89865555,0.49,7.761361289,0.35,6.151552623,3,0,"Unknown","No","D","DT",5.95007095914898,"No"
10.16696307,0.43,4.768477615,0.857142857,6.181503552,3,0,"Unknown","No","D","DT",7.22823795795441,"No"
6.45036902,0.43,4.649575426,0.714285714,6.190360628,3,0,"Unknown","No","D","DT",5.95649104504972,"No"
5.17422262,0.37,5.153183491,1,6.421822697,5,0,"Unknown","No","C","GT/DT",6.62899343387501,"No"
5.44268303,0.37,4.63928318,1,6.305637015,3,0,"Unknown","No","D","DT",6.94259837540713,"No"
7.8565631,0.37,4.232305974,0.285714286,5.704311626,3,0,"Unknown","No","C/D","DT",6.20521570576562,"No"
2.14639361,0.15,2.691366942,0,4.891499301,6,0,"Unknown","No","A","GF",7.27766533331437,"No"
3.50222451,0.49,8.887867042,0.2,5.182193524,3,0,"Unpaved","No","D","DT",6.43570798694497,"No"
1.84077226,0.43,11.28994156,0.5,5.200719278,3,0,"Unpaved","No","D","DT",5.74878664493561,"No"
2.23309361,0.43,12.28301159,0.473684211,5.224566698,3,1,"Unpaved","No","D","DT",6.38089490871804,"No"
4.28375056,0.43,14.54121218,0.333333333,5.248555819,3,0,"Unpaved","No","D","DT",5.99927564382553,"No"
8.56817511,0.43,6.025736462,0.35,5.090062836,3,1,"Unpaved","No","D","DT",7.25343149403731,"No"
2.25539589,0.43,8.146717783,0.272727273,5.269990521,3,0,"Unpaved","No","D","DT",6.39856953813572,"No"
1.09463352,0.43,7.555688032,0.45,5.288919696,3,1,"Unpaved","No","D","DT",6.66826458260564,"No"
2.03483151,0.43,6.542858509,0.315789474,5.306656567,4,0,"Unpaved","No","B/D","GL",6.44567052208551,"No"
1.88450235,0.43,6.481152019,0.45,5.322859601,4,2,"Unpaved","No","B/D","GL",6.59709700189456,"No"
1.52764448,0.43,8.295072031,0.2,5.337587357,4,1,"Unpaved","No","C","GL",6.50118156671524,"No"
1.36344453,0.43,5.639640877,0.238095238,5.351852478,4,1,"Unpaved","No","B/D","GL",6.95309685716535,"No"
1.24807556,0.43,7.80544828,0.3,5.372199153,4,1,"Unpaved","No","B/D","GL",5.8993053460362,"No"
1.50121333,0.43,5.010128274,0.409090909,5.396375948,4,1,"Unpaved","No","B/D","GL",6.45254853248596,"No"
1.49743734,0.43,1.335156069,0,5.427092236,4,0,"Unpaved","No","B/D","GL",7.97087307731704,"No"
1.0245769,0.43,1.065356312,0,5.458609705,4,2,"Unpaved","Yes","B/D","GL",8.89808910104293,"No"
8.3274685,0.43,4.76574558,0.277777778,5.109558214,3,0,"Unpaved","No","D","DT",7.05338507652282,"No"
1.42527245,0.43,1.662622388,0,5.4883003,4,0,"Unpaved","No","B/D","GL",7.44833252110432,"No"
1.13364048,0.43,1.173402756,0.125,5.501586586,4,1,"Unpaved","No","B/D","GL",8.53399825332188,"No"
1.93179889,0.43,1.921510527,0.476190476,5.509879124,4,0,"Unpaved","No","B/D","GL",7.65690809307676,"No"
3.36597698,0.37,4.632549013,0.347826087,5.51804655,5,1,"Unpaved","No","C","GT/DT",6.5097227674542,"No"
3.55401338,0.37,4.231446418,0.333333333,5.526319796,5,0,"Unpaved","No","C","GT/DT",6.26409564733505,"No"
1.59057462,0.49,3.172442636,0.545454545,5.540399677,3,0,"Unpaved","No","D","DT",7.84725414961576,"No"
5.37331827,0.49,3.722254256,0.368421053,5.558386439,3,1,"Unpaved","Yes","D","DT",6.93787393947639,"No"
9.54228588,0.49,7.782926355,0.526315789,5.575372684,3,0,"Unpaved","No","C/D","DT",6.48092182718142,"No"
7.13745751,0.49,5.995875994,0.571428571,5.598834623,3,0,"Unpaved","No","C/D","DT",6.80463842391968,"No"
7.83972919,0.49,4.940450696,0.578947368,5.628374154,3,0,"Unpaved","No","C/D","DT",6.28853461293891,"No"
6.92357712,0.43,5.388258823,0.409090909,5.12979581,3,0,"Unpaved","No","D","DT",6.58342490423293,"No"
8.51897496,0.49,5.553506247,0.619047619,5.659064811,3,1,"Unpaved","No","C/D","DT",6.41610714435577,"No"
7.40993401,0.49,5.179534375,0.3,5.691195535,3,0,"Unpaved","No","C/D","DT",6.33548157624524,"No"
4.4315708,0.49,3.438381344,0.315789474,5.724178731,3,0,"Unpaved","No","C/D","DT",6.634998935284,"No"
2.22847498,0.32,2.287599337,0.35,5.763182745,5,0,"Unpaved","No","C/D","GT/DT",7.17935016839811,"No"
3.78484685,0.32,5.584167336,0.19047619,5.799905783,5,0,"Unpaved","No","C/D","GT/DT",6.20461161301868,"No"
2.68157804,0.32,4.784131098,0.368421053,5.816761017,5,0,"Unpaved","No","C/D","GT/DT",6.49821753501892,"No"
